LineId,Timestamp,Component,Operation,ResponseTime_ms,MemoryUsage_MB,ThreadCount,RequestID,Message
335,2025-07-23 13:31:20,WebAPI,RunJob,208,488,14,REQ-59009,"Operation RunJob finished, WebAPI status: healthy"
336,2025-07-23 13:17:20,Queue,RunJob,240,348,13,REQ-42953,"Operation RunJob finished, Queue status: healthy"
337,2025-07-23 15:25:20,Queue,ProcessOrder,175,317,15,REQ-93130,Queue completed ProcessOrder with normal performance
338,2025-07-23 14:57:20,Cache,SendNotification,207,221,15,REQ-51467,Cache SendNotification completed in 207ms
339,2025-07-23 13:56:50,WebAPI,ProcessOrder,114,236,11,REQ-87128,WebAPI ProcessOrder completed in 114ms
340,2025-07-23 12:53:50,Cache,RunJob,204,203,10,REQ-17331,REQ-17331 Cache RunJob - no issues detected
341,2025-07-23 12:31:50,Queue,ProcessOrder,233,207,12,REQ-20328,Queue completed ProcessOrder with normal performance
342,2025-07-23 14:06:20,Cache,RunJob,264,267,10,REQ-84847,Cache completed RunJob with normal performance
343,2025-07-23 16:08:20,Scheduler,ProcessOrder,122,349,38,REQ-67733,Scheduler ProcessOrder finished successfully
344,2025-07-23 15:15:20,Database,UpdateUser,225,404,10,REQ-95717,Database UpdateUser completed in 225ms
345,2025-07-23 13:35:20,Scheduler,SendNotification,160,310,14,REQ-12552,REQ-12552 Scheduler SendNotification - no issues detected
346,2025-07-23 12:26:50,WebAPI,RunJob,279,283,14,REQ-22676,WebAPI completed RunJob with normal performance
347,2025-07-23 16:15:20,Queue,SendNotification,180,289,29,REQ-17026,Queue SendNotification finished successfully
348,2025-07-23 15:36:50,Queue,SendNotification,230,163,15,REQ-19862,REQ-19862 SendNotification executed successfully on Queue
349,2025-07-23 13:49:20,Scheduler,ProcessOrder,179,291,8,REQ-98039,REQ-98039 ProcessOrder executed successfully on Scheduler
350,2025-07-23 14:27:20,WebAPI,SendNotification,198,206,15,REQ-11934,WebAPI service processed SendNotification request
351,2025-07-23 14:13:20,WebAPI,ProcessOrder,190,348,10,REQ-71213,REQ-71213 ProcessOrder executed successfully on WebAPI
352,2025-07-23 15:32:20,Scheduler,CacheData,192,298,16,REQ-93507,REQ-93507 Scheduler CacheData - no issues detected
353,2025-07-23 12:08:20,Scheduler,SendNotification,222,388,11,REQ-42098,"Operation SendNotification finished, Scheduler status: healthy"
354,2025-07-23 14:14:20,WebAPI,RunJob,267,202,9,REQ-98259,REQ-98259 RunJob executed successfully on WebAPI
355,2025-07-23 15:50:20,WebAPI,ProcessOrder,245,170,10,REQ-33206,WebAPI ProcessOrder completed in 245ms
356,2025-07-23 12:56:20,Queue,CacheData,164,365,12,REQ-45093,Queue service processed CacheData request
357,2025-07-23 13:59:20,Database,RunJob,94,265,10,REQ-17716,REQ-17716 Database RunJob - no issues detected
358,2025-07-23 15:40:50,Queue,CacheData,197,249,7,REQ-66333,"Operation CacheData finished, Queue status: healthy"
359,2025-07-23 13:52:50,Database,CacheData,221,325,11,REQ-42493,REQ-42493 CacheData executed successfully on Database
360,2025-07-23 13:31:50,WebAPI,UpdateUser,151,301,9,REQ-31174,REQ-31174 WebAPI UpdateUser - no issues detected
361,2025-07-23 12:55:20,Database,ProcessOrder,140,342,13,REQ-51347,Database completed ProcessOrder with normal performance
362,2025-07-23 14:32:20,WebAPI,UpdateUser,222,317,12,REQ-31579,WebAPI UpdateUser completed in 222ms
363,2025-07-23 13:53:50,Cache,ProcessOrder,206,328,13,REQ-18392,"Operation ProcessOrder finished, Cache status: healthy"
364,2025-07-23 12:36:50,Queue,SendNotification,278,383,8,REQ-96673,Queue SendNotification completed in 278ms
365,2025-07-23 12:29:50,Scheduler,ProcessOrder,292,476,16,REQ-70217,Scheduler service processed ProcessOrder request
366,2025-07-23 12:22:20,Queue,UpdateUser,85,270,8,REQ-65392,Queue completed UpdateUser with normal performance
367,2025-07-23 14:19:50,WebAPI,UpdateUser,264,206,14,REQ-80292,"Operation UpdateUser finished, WebAPI status: healthy"
368,2025-07-23 14:49:50,Scheduler,RunJob,256,355,11,REQ-40828,"Operation RunJob finished, Scheduler status: healthy"
369,2025-07-23 13:46:20,Database,UpdateUser,235,319,9,REQ-65461,REQ-65461 UpdateUser executed successfully on Database
370,2025-07-23 15:49:20,Cache,ProcessOrder,130,285,10,REQ-41029,REQ-41029 ProcessOrder executed successfully on Cache
371,2025-07-23 12:19:50,Database,ProcessOrder,275,322,14,REQ-68878,Database service processed ProcessOrder request
372,2025-07-23 15:38:20,Cache,ProcessOrder,222,375,16,REQ-14722,REQ-14722 ProcessOrder executed successfully on Cache
373,2025-07-23 14:01:20,Database,RunJob,238,330,13,REQ-53309,"Operation RunJob finished, Database status: healthy"
374,2025-07-23 14:16:20,Database,RunJob,267,238,10,REQ-17944,"Operation RunJob finished, Database status: healthy"
375,2025-07-23 14:30:20,Cache,SendNotification,214,261,10,REQ-73092,Cache SendNotification completed in 214ms
376,2025-07-23 13:27:20,Scheduler,RunJob,183,363,13,REQ-23947,Scheduler completed RunJob with normal performance
377,2025-07-23 15:38:50,Database,SendNotification,150,311,18,REQ-58393,Database service processed SendNotification request
378,2025-07-23 13:15:20,Database,SendNotification,161,188,8,REQ-60019,REQ-60019 SendNotification executed successfully on Database
379,2025-07-23 12:37:20,Scheduler,ProcessOrder,141,399,9,REQ-39871,Scheduler completed ProcessOrder with normal performance
380,2025-07-23 13:13:50,Cache,RunJob,247,308,12,REQ-88172,REQ-88172 RunJob executed successfully on Cache
381,2025-07-23 13:10:20,Scheduler,UpdateUser,182,296,9,REQ-16175,Scheduler service processed UpdateUser request
382,2025-07-23 16:04:20,WebAPI,RunJob,248,1570,12,REQ-93606,WebAPI RunJob processed successfully
383,2025-07-23 12:10:20,Cache,UpdateUser,233,308,12,REQ-98696,Cache service processed UpdateUser request
384,2025-07-23 14:49:20,Cache,UpdateUser,193,269,13,REQ-98501,"Operation UpdateUser finished, Cache status: healthy"
385,2025-07-23 15:57:50,Queue,CacheData,2544,843,31,REQ-39816,FAILED: Unable to complete CacheData on Queue
386,2025-07-23 12:38:20,Database,SendNotification,116,313,13,REQ-20458,REQ-20458 Database SendNotification - no issues detected
387,2025-07-23 14:36:20,Scheduler,SendNotification,213,303,13,REQ-82845,REQ-82845 SendNotification executed successfully on Scheduler
388,2025-07-23 12:13:20,Queue,UpdateUser,177,429,11,REQ-13905,"Operation UpdateUser finished, Queue status: healthy"
389,2025-07-23 13:24:20,Queue,SendNotification,268,366,10,REQ-69470,Queue SendNotification completed in 268ms
390,2025-07-23 12:26:20,Queue,ProcessOrder,223,367,13,REQ-59797,REQ-59797 ProcessOrder executed successfully on Queue
391,2025-07-23 15:15:50,Scheduler,ProcessOrder,168,347,16,REQ-79329,Scheduler service processed ProcessOrder request
392,2025-07-23 16:00:20,Cache,ProcessOrder,1517,987,20,REQ-80010,TIMEOUT: Cache ProcessOrder exceeded deadline
393,2025-07-23 15:27:50,Scheduler,UpdateUser,153,309,12,REQ-16658,Scheduler completed UpdateUser with normal performance
394,2025-07-23 13:54:20,Queue,RunJob,225,344,15,REQ-54313,"Operation RunJob finished, Queue status: healthy"
395,2025-07-23 14:25:50,Cache,ProcessOrder,199,322,11,REQ-16630,"Operation ProcessOrder finished, Cache status: healthy"
396,2025-07-23 15:43:20,Queue,ProcessOrder,260,357,10,REQ-15229,REQ-15229 Queue ProcessOrder - no issues detected
397,2025-07-23 15:41:20,Database,SendNotification,194,310,9,REQ-26704,Database completed SendNotification with normal performance
398,2025-07-23 14:54:50,Queue,SendNotification,205,308,10,REQ-64948,Queue service processed SendNotification request
399,2025-07-23 14:04:20,WebAPI,RunJob,233,257,14,REQ-73624,WebAPI completed RunJob with normal performance
400,2025-07-23 13:49:50,Cache,UpdateUser,272,347,12,REQ-95180,REQ-95180 UpdateUser executed successfully on Cache
401,2025-07-23 13:52:20,Cache,ProcessOrder,211,379,11,REQ-25860,REQ-25860 Cache ProcessOrder - no issues detected
402,2025-07-23 14:33:50,Scheduler,CacheData,231,301,10,REQ-61173,Scheduler CacheData completed in 231ms
403,2025-07-23 15:54:50,Scheduler,SendNotification,1191,889,21,REQ-78765,FAILED: Unable to complete SendNotification on Scheduler
404,2025-07-23 14:11:50,Queue,CacheData,186,362,13,REQ-56438,REQ-56438 Queue CacheData - no issues detected
405,2025-07-23 16:10:20,Scheduler,RunJob,237,1046,11,REQ-43092,Scheduler RunJob processed successfully
406,2025-07-23 16:09:20,Cache,CacheData,1576,291,9,REQ-34164,Cache CacheData completed
407,2025-07-23 14:37:50,Scheduler,CacheData,246,348,14,REQ-30289,"Operation CacheData finished, Scheduler status: healthy"
408,2025-07-23 15:01:20,Database,CacheData,168,264,10,REQ-27154,REQ-27154 Database CacheData - no issues detected
409,2025-07-23 14:20:50,Queue,UpdateUser,104,343,8,REQ-28373,"Operation UpdateUser finished, Queue status: healthy"
410,2025-07-23 13:46:50,Cache,UpdateUser,133,323,14,REQ-37760,Cache service processed UpdateUser request
411,2025-07-23 13:26:50,WebAPI,ProcessOrder,174,170,14,REQ-76542,REQ-76542 WebAPI ProcessOrder - no issues detected
412,2025-07-23 12:27:50,Database,ProcessOrder,236,345,9,REQ-55082,Database ProcessOrder completed in 236ms
413,2025-07-23 13:54:50,Queue,ProcessOrder,194,284,10,REQ-12757,Queue service processed ProcessOrder request
414,2025-07-23 15:26:50,Scheduler,RunJob,171,277,11,REQ-74032,Scheduler completed RunJob with normal performance
415,2025-07-23 13:41:20,Database,SendNotification,162,422,10,REQ-79822,Database service processed SendNotification request
416,2025-07-23 14:40:50,Scheduler,UpdateUser,174,151,14,REQ-81066,REQ-81066 Scheduler UpdateUser - no issues detected
417,2025-07-23 14:15:50,Database,ProcessOrder,64,226,10,REQ-22899,Database ProcessOrder completed in 64ms
418,2025-07-23 12:58:50,Scheduler,RunJob,200,272,14,REQ-37869,Scheduler service processed RunJob request
419,2025-07-23 12:32:50,Scheduler,CacheData,153,326,14,REQ-48427,Scheduler CacheData completed in 153ms
420,2025-07-23 15:20:50,Database,CacheData,177,433,17,REQ-24029,"Operation CacheData finished, Database status: healthy"
421,2025-07-23 12:06:50,Scheduler,SendNotification,169,283,9,REQ-24592,REQ-24592 SendNotification executed successfully on Scheduler
422,2025-07-23 15:46:50,Scheduler,RunJob,195,298,12,REQ-56357,Scheduler service processed RunJob request
423,2025-07-23 16:07:20,Scheduler,ProcessOrder,540,548,18,REQ-71524,Scheduler ProcessOrder executed normally
424,2025-07-23 12:30:50,Queue,ProcessOrder,213,304,19,REQ-26361,Queue service processed ProcessOrder request
425,2025-07-23 15:35:50,Queue,SendNotification,132,267,13,REQ-11267,Queue SendNotification completed in 132ms
426,2025-07-23 12:46:20,Scheduler,UpdateUser,226,215,15,REQ-19358,Scheduler service processed UpdateUser request
427,2025-07-23 13:48:50,Cache,ProcessOrder,257,331,15,REQ-62296,Cache ProcessOrder completed in 257ms
428,2025-07-23 12:23:20,Cache,ProcessOrder,260,289,15,REQ-46421,REQ-46421 Cache ProcessOrder - no issues detected
429,2025-07-23 14:17:50,WebAPI,CacheData,99,357,10,REQ-24322,REQ-24322 WebAPI CacheData - no issues detected
430,2025-07-23 15:39:50,Scheduler,UpdateUser,114,256,13,REQ-82420,Scheduler completed UpdateUser with normal performance
431,2025-07-23 15:09:20,Queue,ProcessOrder,187,402,14,REQ-44760,REQ-44760 Queue ProcessOrder - no issues detected
432,2025-07-23 12:51:50,WebAPI,UpdateUser,240,306,8,REQ-83000,REQ-83000 UpdateUser executed successfully on WebAPI
433,2025-07-23 14:55:50,Queue,ProcessOrder,201,337,7,REQ-86503,Queue completed ProcessOrder with normal performance
434,2025-07-23 16:02:50,Cache,SendNotification,209,636,8,REQ-82529,Cache SendNotification processed successfully
435,2025-07-23 12:32:20,Queue,RunJob,312,379,14,REQ-82357,Queue completed RunJob with normal performance
436,2025-07-23 14:58:50,Database,UpdateUser,300,316,14,REQ-97782,"Operation UpdateUser finished, Database status: healthy"
437,2025-07-23 14:18:20,Queue,CacheData,250,311,11,REQ-42591,Queue CacheData completed in 250ms
438,2025-07-23 14:06:50,WebAPI,RunJob,234,309,11,REQ-85525,REQ-85525 RunJob executed successfully on WebAPI
439,2025-07-23 12:12:50,Database,UpdateUser,231,287,12,REQ-14165,Database UpdateUser completed in 231ms
440,2025-07-23 14:43:50,Database,SendNotification,125,315,11,REQ-72493,REQ-72493 Database SendNotification - no issues detected
441,2025-07-23 12:50:20,Queue,UpdateUser,252,290,13,REQ-59735,Queue service processed UpdateUser request
442,2025-07-23 15:19:50,Database,UpdateUser,269,254,8,REQ-44664,Database service processed UpdateUser request
443,2025-07-23 14:22:50,Queue,SendNotification,241,268,11,REQ-70637,"Operation SendNotification finished, Queue status: healthy"
444,2025-07-23 13:29:20,Queue,SendNotification,168,228,8,REQ-76540,REQ-76540 SendNotification executed successfully on Queue
445,2025-07-23 14:50:20,Database,CacheData,125,252,10,REQ-62923,REQ-62923 Database CacheData - no issues detected
446,2025-07-23 16:12:20,Queue,RunJob,235,343,38,REQ-62521,Queue RunJob finished successfully
447,2025-07-23 13:13:20,Cache,CacheData,203,337,11,REQ-65333,REQ-65333 CacheData executed successfully on Cache
448,2025-07-23 14:39:20,WebAPI,RunJob,256,401,13,REQ-38534,WebAPI completed RunJob with normal performance
449,2025-07-23 16:06:20,Scheduler,RunJob,517,377,17,REQ-85243,Scheduler RunJob executed normally
450,2025-07-23 14:45:50,Cache,ProcessOrder,114,358,11,REQ-17455,Cache service processed ProcessOrder request
451,2025-07-23 14:07:50,Cache,ProcessOrder,268,258,10,REQ-41850,REQ-41850 ProcessOrder executed successfully on Cache
452,2025-07-23 12:33:20,Cache,CacheData,358,246,15,REQ-92397,"Operation CacheData finished, Cache status: healthy"
453,2025-07-23 15:07:50,Scheduler,ProcessOrder,217,325,8,REQ-80468,REQ-80468 ProcessOrder executed successfully on Scheduler
454,2025-07-23 12:31:20,Queue,SendNotification,87,394,12,REQ-59615,"Operation SendNotification finished, Queue status: healthy"
455,2025-07-23 15:54:20,Queue,SendNotification,2195,958,24,REQ-87278,ERROR: Queue SendNotification failed with timeout
456,2025-07-23 13:33:20,Queue,UpdateUser,196,155,5,REQ-10074,Queue completed UpdateUser with normal performance
457,2025-07-23 15:48:50,Queue,RunJob,204,245,6,REQ-30257,REQ-30257 Queue RunJob - no issues detected
458,2025-07-23 13:40:50,Cache,RunJob,206,233,7,REQ-19071,REQ-19071 Cache RunJob - no issues detected
459,2025-07-23 16:14:20,Scheduler,UpdateUser,624,505,20,REQ-92502,Scheduler UpdateUser executed normally
460,2025-07-23 13:39:50,WebAPI,RunJob,226,294,9,REQ-21226,WebAPI service processed RunJob request
461,2025-07-23 13:30:50,Queue,SendNotification,223,341,11,REQ-30032,REQ-30032 SendNotification executed successfully on Queue
462,2025-07-23 12:35:20,Queue,RunJob,266,270,8,REQ-35203,Queue RunJob completed in 266ms
463,2025-07-23 12:30:20,Database,ProcessOrder,179,275,16,REQ-80284,REQ-80284 Database ProcessOrder - no issues detected
464,2025-07-23 14:58:20,Database,SendNotification,227,220,10,REQ-36772,Database completed SendNotification with normal performance
465,2025-07-23 14:03:50,Database,ProcessOrder,167,243,15,REQ-97684,"Operation ProcessOrder finished, Database status: healthy"
466,2025-07-23 14:12:20,Queue,UpdateUser,217,310,13,REQ-65519,"Operation UpdateUser finished, Queue status: healthy"
467,2025-07-23 12:16:50,Scheduler,RunJob,241,364,9,REQ-83563,REQ-83563 RunJob executed successfully on Scheduler
468,2025-07-23 14:42:50,WebAPI,RunJob,259,365,17,REQ-16572,WebAPI completed RunJob with normal performance
469,2025-07-23 15:55:50,Cache,UpdateUser,2513,642,22,REQ-47093,TIMEOUT: Cache UpdateUser exceeded deadline
470,2025-07-23 13:26:20,Cache,ProcessOrder,250,352,18,REQ-33416,REQ-33416 ProcessOrder executed successfully on Cache
471,2025-07-23 14:24:20,Scheduler,SendNotification,189,250,10,REQ-68082,"Operation SendNotification finished, Scheduler status: healthy"
472,2025-07-23 15:47:50,Cache,SendNotification,166,325,12,REQ-63264,REQ-63264 SendNotification executed successfully on Cache
473,2025-07-23 13:41:50,Scheduler,RunJob,199,316,15,REQ-26483,Scheduler completed RunJob with normal performance
474,2025-07-23 15:18:50,WebAPI,SendNotification,163,330,12,REQ-23577,REQ-23577 WebAPI SendNotification - no issues detected
475,2025-07-23 14:32:50,Queue,RunJob,237,360,10,REQ-59672,REQ-59672 Queue RunJob - no issues detected
476,2025-07-23 15:32:50,Queue,UpdateUser,140,315,21,REQ-44335,"Operation UpdateUser finished, Queue status: healthy"
477,2025-07-23 14:57:50,Queue,UpdateUser,243,206,12,REQ-44179,Queue service processed UpdateUser request
478,2025-07-23 14:14:50,Scheduler,CacheData,182,394,13,REQ-95649,Scheduler completed CacheData with normal performance
479,2025-07-23 14:40:20,Scheduler,RunJob,230,301,8,REQ-85914,"Operation RunJob finished, Scheduler status: healthy"
480,2025-07-23 13:20:50,Queue,RunJob,203,291,8,REQ-44973,"Operation RunJob finished, Queue status: healthy"
481,2025-07-23 13:11:20,Cache,SendNotification,171,311,15,REQ-30033,REQ-30033 SendNotification executed successfully on Cache
482,2025-07-23 13:21:50,WebAPI,SendNotification,154,345,16,REQ-54587,"Operation SendNotification finished, WebAPI status: healthy"
483,2025-07-23 15:05:50,Scheduler,RunJob,227,255,9,REQ-91416,"Operation RunJob finished, Scheduler status: healthy"
484,2025-07-23 12:55:50,WebAPI,UpdateUser,213,358,9,REQ-62581,WebAPI completed UpdateUser with normal performance
485,2025-07-23 15:12:20,Database,UpdateUser,259,325,12,REQ-47353,"Operation UpdateUser finished, Database status: healthy"
486,2025-07-23 12:49:50,WebAPI,CacheData,212,264,13,REQ-70589,REQ-70589 WebAPI CacheData - no issues detected
487,2025-07-23 15:55:20,Queue,SendNotification,1449,927,23,REQ-88222,FAILED: SendNotification on Queue - insufficient resources
488,2025-07-23 14:51:20,Cache,UpdateUser,169,357,12,REQ-84668,Cache UpdateUser completed in 169ms
489,2025-07-23 13:53:20,Cache,CacheData,227,236,14,REQ-39451,Cache CacheData completed in 227ms
490,2025-07-23 15:59:20,Scheduler,CacheData,1496,833,26,REQ-49618,FAILED: Unable to complete CacheData on Scheduler
491,2025-07-23 13:06:50,Queue,UpdateUser,258,307,11,REQ-62350,REQ-62350 Queue UpdateUser - no issues detected
492,2025-07-23 16:15:50,WebAPI,UpdateUser,480,429,19,REQ-29887,WebAPI UpdateUser executed normally
493,2025-07-23 12:16:20,Database,UpdateUser,285,403,12,REQ-13478,REQ-13478 UpdateUser executed successfully on Database
494,2025-07-23 13:40:20,WebAPI,SendNotification,267,323,9,REQ-73699,REQ-73699 SendNotification executed successfully on WebAPI
495,2025-07-23 12:41:50,Scheduler,ProcessOrder,210,201,12,REQ-57819,"Operation ProcessOrder finished, Scheduler status: healthy"
496,2025-07-23 12:59:20,Cache,CacheData,313,308,10,REQ-95909,REQ-95909 CacheData executed successfully on Cache
497,2025-07-23 14:21:20,Cache,CacheData,208,218,8,REQ-65296,REQ-65296 CacheData executed successfully on Cache
498,2025-07-23 15:00:20,Database,CacheData,255,338,10,REQ-44814,Database CacheData completed in 255ms
499,2025-07-23 15:43:50,Queue,UpdateUser,237,296,15,REQ-56898,Queue completed UpdateUser with normal performance
500,2025-07-23 12:57:20,Queue,UpdateUser,166,395,14,REQ-37653,Queue completed UpdateUser with normal performance
